GeneID	GSM8474242	GSM8474243	GSM8474244	GSM8474245	GSM8474246	GSM8474247
100287102	0	1	0	0	0	2
653635	327	655	202	234	262	265
102466751	8	49	9	16	12	5
107985730	2	1	0	0	1	0
100302278	0	0	0	1	0	0
645520	0	0	0	0	0	0
79501	0	0	0	0	0	0
100996442	113	101	71	77	59	66
729737	92	172	51	59	42	70
102725121	1	5	6	6	3	1
102723897	283	684	181	191	192	224
102465909	4	17	4	7	4	6
107985721	5	0	0	0	1	0
112268260	46	81	38	47	40	39
729759	0	4	1	1	0	1
100132287	140	287	98	132	85	90
105378947	2	13	7	14	5	3
101928626	0	0	1	1	0	0
113219467	36	328	31	151	30	7
81399	14	12	18	16	10	13
100133331	209	416	140	174	163	216
107984841	74	103	55	87	79	100
107984847	104	119	61	85	67	88
107984849	25	48	27	14	13	14
100288069	199	208	157	189	160	179
105378580	45	24	39	40	38	44
400728	26	1	9	15	21	6
79854	20	43	20	19	20	22
643837	730	997	644	892	731	972
107984850	0	0	2	0	2	0
284593	4	2	4	0	3	0
284600	33	91	64	15	13	5
100130417	170	378	91	30	28	41
107985728	148	744	118	43	42	30
148398	540	1356	329	256	249	232
26155	2144	3882	1497	1829	1744	2018
339451	163	654	111	156	98	121
84069	69	277	62	66	40	116
84808	27	30	23	12	10	10
57801	23	100	5	5	9	1
9636	101	169	47	102	91	91
375790	6898	27706	4763	5794	5132	5334
100288175	80	141	45	39	33	37
112267874	23	157	24	17	7	14
105378948	88	221	56	36	29	42
401934	0	3	0	5	4	0
54991	182	635	107	170	199	142
254099	0	0	0	0	0	0
406984	0	0	0	0	0	0
406983	0	0	0	0	0	0
554210	0	0	0	0	0	0
100506376	0	0	0	0	0	0
254173	0	3	0	0	1	0
8784	0	0	2	0	0	0
7293	1	1	0	0	0	0
51150	1758	4538	1203	1567	1677	1838
126792	279	706	181	191	204	221
388581	16	47	3	1	1	5
118424	673	1654	508	650	618	720
101928895	18	35	6	4	7	7
6339	28	108	32	16	17	21
116983	214	931	231	266	241	277
102465434	0	0	0	0	0	0
109623456	2	7	1	0	0	2
126789	55	387	87	69	51	64
54973	989	2248	682	755	823	872
102465435	3	22	4	0	1	3
80772	119	647	101	123	130	139
83756	3	9	5	5	10	4
1855	1120	4007	813	1330	1233	1284
102466740	0	13	3	4	5	7
54587	237	738	131	128	116	103
54998	387	1450	261	384	365	354
81669	3888	5840	3374	3185	2555	3193
148413	383	708	240	259	218	288
55052	782	1284	627	790	750	989
107984868	0	0	1	2	3	0
441869	0	3	1	0	0	9
105378585	0	0	0	0	0	0
643965	0	4	0	0	0	0
102724312	0	0	0	0	0	0
107985729	1	3	0	0	0	4
64856	140	591	82	66	63	65
219293	4	18	4	9	9	16
83858	368	764	234	445	337	407
55210	334	796	158	458	395	500
339453	4	28	0	1	0	2
29101	969	1425	590	779	792	908
643988	163	467	88	79	81	85
105378586	5	73	7	7	3	0
142678	428	2095	327	355	341	367
8510	7	17	5	8	11	18
984	1157	1428	884	1489	1316	1478
728661	1574	3248	1098	901	831	1020
8511	1	3	2	5	0	2
728642	927	1056	708	1133	989	1121
9906	1844	2592	1152	822	791	912
112268218	49	189	41	28	35	33
65220	1057	2005	611	802	773	833
2782	9835	12951	6890	9227	8817	10548
105378949	6	12	3	0	6	2
163688	1	4	8	0	0	1
339456	2	13	6	1	1	2
85452	1	0	0	0	0	3
107984872	0	15	0	0	0	1
105378589	0	0	0	0	0	0
2563	5	13	0	7	1	1
105378590	0	0	0	0	0	0
105378591	0	0	0	0	0	0
5590	588	1093	515	537	544	613
100506504	37	51	20	23	25	34
199990	234	862	214	191	207	229
112268219	37	126	33	37	33	43
105378593	5	11	6	0	0	0
6497	1323	2973	972	958	996	1108
79906	148	302	138	117	71	128
100129534	29	73	38	33	29	25
11079	1553	2500	1046	1490	1449	1508
5192	351	1172	225	341	319	332
9651	4	90	9	3	0	1
55229	470	919	309	355	446	466
388585	0	0	0	0	0	0
115110	0	7	1	5	0	0
8764	7	29	3	4	5	0
100996583	0	0	0	0	0	0
127281	466	1420	331	440	341	437
79258	87	215	40	47	35	45
105378597	0	1	0	0	0	0
100287898	6	6	11	0	0	7
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	1	0	0	0	0	0
440556	0	0	0	0	0	0
63976	0	0	0	0	2	0
100422968	0	0	0	0	0	0
105378606	0	0	0	0	0	0
107984909	0	0	0	0	0	0
105378605	0	0	0	0	0	0
105378604	0	1	0	0	0	0
27237	52	142	29	57	50	32
1953	325	742	216	381	328	378
105378608	0	0	0	0	0	0
693135	0	0	0	0	0	0
105378607	0	0	2	0	0	0
127262	925	1228	578	670	665	782
49856	186	553	139	212	211	213
7161	19	12	9	25	15	4
105378610	0	0	0	0	0	9
105378609	0	0	0	0	0	0
57212	681	1230	469	564	515	593
148870	0	2	0	1	0	0
388588	1	27	2	3	0	0
57470	1141	2406	865	934	841	945
9731	1878	2309	1428	1610	1436	1632
1677	141	311	110	150	105	160
107984910	17	21	12	4	7	9
339448	622	768	441	754	703	852
100133612	2	6	1	9	7	0
728716	0	0	0	0	0	0
105376672	0	0	0	0	0	0
105376673	0	0	2	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	1	0	0	0	0	0
107985376	0	0	0	0	0	3
55966	0	0	0	0	0	1
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	1	0	1	0
261734	511	1170	338	461	392	469
8514	18	33	8	12	13	19
26038	262	501	206	298	272	289
105376687	0	0	0	0	0	0
6146	14158	10109	10200	11439	10303	14162
107985733	267	134	174	155	123	199
102724450	9	3	2	1	0	3
388591	179	369	185	134	94	150
23463	2842	4137	1907	3235	3262	3619
148645	0	5	0	2	12	8
390992	0	0	2	0	0	0
387509	240	723	150	123	150	187
11332	513	1077	286	602	607	646
54626	1016	1892	623	391	340	393
83715	597	2608	475	332	257	290
100422975	0	0	0	0	0	0
8718	143	496	162	118	99	101
57449	569	1522	367	460	502	482
79707	1520	1831	1016	1088	972	1403
80835	0	4	0	0	0	1
107984912	0	0	0	0	0	1
3104	227	601	155	204	197	227
9903	541	1420	312	420	490	569
107984913	3	28	9	11	3	12
148479	740	1306	555	643	596	675
90326	446	881	318	361	332	347
55735	1801	2028	1165	1597	1572	1780
100505887	0	0	0	0	0	0
110841581	0	12	3	5	0	7
23261	1098	1300	848	1215	1097	1281
105376692	3	0	0	0	0	1
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	166	152	110	157	93	120
9341	3618	3636	2575	3177	2825	4000
8863	3176	3545	2510	2643	2403	2866
10911	2	14	4	2	2	2
3604	53	65	21	69	63	79
11315	4056	5044	2901	3845	3481	4039
54206	3284	4453	2807	4986	4412	5090
107984915	8	0	0	0	1	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	4	10	0	2	0	0
473	3312	5017	2282	1992	1986	2274
102724552	11	1	0	1	2	0
106632271	0	0	2	1	1	0
2023	38982	72885	26669	34560	34893	38472
102465436	13	6	3	4	5	7
100505975	11	31	0	1	9	2
112268261	0	0	0	0	0	0
765	0	0	0	2	0	0
155184	0	0	0	0	0	0
6518	0	8	2	1	1	6
80045	428	650	296	321	354	337
106614088	3	5	1	0	2	4
407040	0	0	0	0	0	2
102724571	0	0	0	0	0	0
9563	2534	3977	1513	1189	1178	1191
80176	730	1745	604	471	585	533
100506022	5	42	10	16	5	11
84275	335	476	169	331	303	340
199953	419	1098	217	350	293	422
107985734	15	9	3	6	7	12
105376712	0	0	0	0	0	0
5293	203	262	84	120	99	167
644997	0	0	0	0	0	0
101929074	8	12	0	0	6	8
22883	6985	13214	4527	5675	5642	6733
56998	279	617	192	225	189	202
105376717	19	51	9	17	19	18
84328	1688	1650	1145	1371	1385	1594
64802	320	516	181	260	241	321
113391335	7	15	0	10	7	3
100847055	14	5	0	1	2	0
116362	12	18	11	9	11	10
10277	1803	2211	1339	1344	1314	1678
23095	4455	4118	2914	3422	3111	3905
105376725	36	10	22	10	9	28
5226	4286	6297	2941	3112	3056	3584
100526739	208	297	159	263	232	265
378708	192	290	151	247	218	246
1325	23	36	27	36	34	29
1676	2757	3581	1938	2175	2112	2709
5195	338	701	186	259	266	295
54897	101	276	83	111	95	88
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	0	0	0	0	0	0
23435	4541	4467	3382	4688	4016	4957
10747	135	143	115	146	136	189
6723	271	643	215	279	252	200
5394	2304	2326	1634	2264	2054	2443
105376736	47	150	33	62	53	47
2475	2137	2701	1280	2152	1996	2440
100873935	29	81	28	34	36	52
10218	7	14	0	0	4	6
29914	342	666	250	421	462	475
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	0
57540	0	18	1	8	0	0
112268221	0	0	0	1	0	0
101929181	0	1	0	0	0	0
26232	178	504	118	86	81	68
93611	817	1555	457	400	386	517
26270	137	434	123	75	92	109
10459	558	1156	390	633	679	690
374946	62	105	43	95	89	98
57085	612	1630	396	548	478	651
284498	137	338	97	67	63	93
102724659	0	0	0	3	0	0
4524	652	1366	460	256	320	403
1185	710	992	524	554	479	580
100379251	130	165	92	81	80	107
4878	51	13	23	10	12	17
4879	0	0	2	0	0	0
26829	0	0	0	0	0	0
90231	1050	3188	650	934	843	1050
5351	6052	11562	3838	4622	4562	5184
9927	3067	4361	2059	2857	2858	3416
60672	114	401	75	172	126	125
102466982	0	2	1	1	0	0
943	1	1	0	2	6	0
102465836	0	0	0	0	0	0
7133	1	4	0	4	1	4
100616438	0	0	0	0	0	0
107984917	0	0	0	0	0	0
55187	3093	3221	2214	2091	1937	2488
677885	4	11	3	3	1	0
105376744	8	18	2	3	4	2
9249	530	799	456	315	333	326
102466722	0	1	0	0	1	0
343066	0	0	0	0	0	0
126767	0	0	0	0	0	4
93190	0	0	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	1	0	0
343069	0	0	0	0	0	0
65122	2	0	4	2	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	0	0	0	0
441873	0	0	0	1	1	0
649324	0	0	0	0	0	0
440563	0	0	0	0	0	0
645354	0	0	0	0	0	0
645359	0	0	0	1	0	0
101060301	0	0	0	0	0	0
343070	0	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	1	0	0	0	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	1	0
729528	0	0	0	0	0	0
645414	1	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	1	0	0	0	0
126755	0	5	0	2	0	0
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	8	8	5	7	5	8
107984919	0	0	0	0	0	0
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	1453	1336	938	1400	1279	1628
23254	5542	9452	4092	3439	3205	3553
107985467	0	0	0	0	0	2
107985468	0	0	0	0	0	0
105376762	373	408	283	173	138	281
105376759	38	21	14	3	14	15
107985469	16	45	8	29	15	32
200197	207	350	146	76	90	116
55092	262	463	168	243	245	235
727684	3	15	1	5	1	6
114827	94	39	31	31	57	25
101927417	6	6	4	22	18	13
101927441	3	4	3	0	6	0
79180	375	1209	219	525	497	550
11330	2	1	0	1	1	0
63036	0	6	0	1	0	0
105376767	1	4	2	0	0	2
51032	20	22	4	8	10	12
842	369	702	236	315	226	272
23341	1493	1459	1078	918	862	1066
107397391	0	2	0	0	0	1
79814	19	16	12	3	7	20
84301	2488	2290	1564	2396	1991	2593
6248	410	337	259	416	354	421
23207	1613	3799	995	1620	1465	1732
284723	19	82	9	22	10	22
110806303	9	8	1	1	4	2
388595	0	0	0	0	0	0
54751	586	1285	404	387	439	466
440567	0	0	0	2	0	0
729614	74	191	35	35	44	44
23013	3759	4000	2608	3278	2937	3670
7709	518	1059	411	462	424	414
149563	0	0	0	0	0	0
27129	0	0	0	0	0	0
1187	0	0	0	0	0	0
1188	1	1	7	7	0	0
348487	23	148	22	13	13	16
1969	1588	3944	1146	3301	3000	3133
101927479	40	104	39	67	48	45
128272	81	180	40	47	61	64
101927546	7	26	17	10	11	5
79363	108	216	73	54	38	50
54455	1222	1653	850	830	796	842
26099	4546	6697	2868	4412	4126	4928
374955	1957	3280	1293	1989	1864	2112
55707	985	1591	683	820	895	937
107984921	129	168	120	90	84	102
114819	280	484	282	208	164	189
26871	2	2	1	1	0	1
107985757	0	0	0	0	0	0
100132147	0	0	0	0	0	0
107985758	0	0	0	0	0	0
7195	0	0	0	1	0	6
55672	2355	2931	1828	1698	1542	2002
105376794	724	1224	480	498	440	465
84809	219	561	156	172	148	139
11209	52	109	39	36	15	25
107985736	59	30	44	36	25	25
26869	2	2	1	0	1	0
107985759	0	0	0	0	0	0
284729	7	16	7	1	0	5
100189045	0	0	0	0	0	0
6060	0	0	1	1	0	0
11223	21	43	18	15	10	21
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	0	0	0	0	0	0
7193	0	0	0	0	0	0
100189183	0	0	0	0	0	0
105376805	0	0	0	0	0	0
791226	0	0	0	0	0	0
26870	0	0	1	1	0	0
9696	426	1875	400	423	355	257
4237	15	37	8	4	14	8
105376806	1	4	0	1	3	2
23400	762	2348	553	714	626	765
6390	1180	1328	810	1051	1062	1178
11240	150	285	107	99	100	130
105376808	0	0	0	0	1	0
400743	12	36	24	37	33	22
29943	563	745	349	886	781	899
51702	185	253	138	128	110	104
100616188	0	0	0	0	2	2
23569	4	1	0	2	0	0
353238	0	0	0	0	0	0
55920	7412	10817	5223	7310	6520	8009
55160	398	896	279	230	270	247
107984028	0	0	0	0	0	0
81569	1	2	0	0	2	0
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	1	2	0	0
105376814	0	0	0	0	0	1
127707	853	1307	553	524	544	642
5081	0	0	0	1	0	0
80834	0	0	0	0	0	0
8659	61	176	54	57	61	89
100616120	0	0	0	0	0	0
100302276	0	0	0	0	0	0
126917	821	1215	578	805	770	911
105376815	0	0	0	7	0	0
23352	11013	15341	7756	9532	8942	10574
101927895	143	262	125	148	132	175
23065	2794	3970	1916	2344	2128	2467
51154	823	1452	695	1070	998	1241
246181	16	55	68	42	33	49
22977	87	143	65	63	50	77
100506730	279	294	169	159	144	168
8574	472	986	287	275	240	268
54896	284	698	198	241	218	188
832	3885	5926	2466	3083	3048	3537
105376819	0	1	0	0	0	0
105376818	2	1	0	0	0	0
105376817	0	0	0	0	0	0
105378614	0	0	2	3	2	5
440574	540	856	503	508	514	631
100532736	1354	4429	990	1295	1184	1403
644068	66	58	47	40	28	52
4681	1151	4039	786	1087	987	1126
3362	0	18	2	3	1	0
255104	207	378	147	157	141	155
54546	0	0	1	0	0	0
105376823	9	0	10	5	4	15
23252	1341	1486	1193	1619	1198	1652
30814	0	0	0	0	0	0
5320	0	0	0	0	0	0
5322	0	0	0	0	0	0
26279	0	0	0	0	0	0
64600	0	0	0	0	0	0
391013	0	0	0	0	0	0
127733	37	34	17	20	19	31
101928017	0	0	0	0	0	0
105376825	0	0	0	2	0	0
105376826	0	3	0	0	3	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	1	1	0	0	0	0
339505	0	0	0	0	0	0
55450	1028	1457	804	766	722	1020
79594	602	1193	379	519	478	522
163933	0	1	0	2	0	0
978	254	473	160	281	218	288
65018	1091	2166	695	801	816	1002
102464833	4	182	7	7	4	0
100861548	1090	1946	711	849	776	903
1650	5163	9016	3360	3726	3921	4178
57576	71	67	41	26	26	37
400745	0	12	7	10	6	3
112268222	1394	1444	1010	1108	1054	1311
50809	7201	6808	5760	6520	5785	7175
8672	5423	4851	3825	4021	3549	4588
105376830	7	18	16	10	15	13
105376829	2	10	9	13	16	8
100302155	0	0	0	0	0	0
1889	7558	13164	5122	6636	6823	7161
100506801	28	48	23	21	19	19
105376832	0	0	0	0	0	0
84224	362	388	205	246	249	264
249	1	0	0	0	4	2
105376834	0	0	0	0	0	0
5909	100	197	52	76	59	29
84196	2819	2286	2254	2725	2390	3059
401944	258	853	160	180	154	159
3339	4638	12535	2821	3222	3085	3432
23436	0	0	0	0	1	0
10136	1	0	0	0	0	0
101928043	22	17	10	14	4	7
29092	485	535	378	349	323	419
112268223	22	18	13	16	22	16
998	9922	9242	7377	8904	8325	10463
54361	19	39	39	21	26	30
105376845	19	5	8	2	4	0
105376850	5	3	2	2	2	3
107985377	0	0	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	1544	1810	978	1144	990	1284
2046	0	2	2	5	0	1
102466615	0	0	0	0	0	0
712	0	0	0	0	0	0
714	0	0	0	0	0	0
713	0	0	0	0	1	1
2048	825	1514	543	805	738	864
100616391	0	0	0	0	0	0
100422914	13	43	13	25	17	19
646262	0	0	3	0	0	0
729059	11	3	1	5	0	0
23028	4000	4783	2882	4003	3688	4176
100422866	0	0	0	0	0	0
7798	2445	2666	1670	2221	2114	2613
3352	36	41	24	68	65	53
100996511	292	209	306	232	173	261
10236	5180	4353	3980	6870	6169	7757
80818	664	701	477	413	380	403
148898	100	116	43	70	26	60
6920	6	19	16	18	3	10
55616	417	573	319	264	252	266
1870	86	161	67	166	209	203
101928163	7	14	2	9	6	8
105376859	12	4	4	5	4	0
3399	610	885	409	601	548	545
107984928	0	0	0	0	0	0
259283	0	0	0	0	0	0
6135	7690	9162	4997	6007	5851	7364
6924	2155	2491	1522	2039	1859	2181
100506963	239	247	192	191	188	233
57095	983	1435	688	878	828	982
105376860	114	212	84	68	55	72
11313	642	1276	528	415	486	641
2582	922	2336	613	921	783	931
3155	709	1145	497	507	451	516
105376861	7	13	1	4	3	0
2517	494	624	350	220	252	329
1269	0	0	0	0	1	0
107984929	0	0	0	0	0	0
100616492	0	0	0	0	0	0
55629	2071	1355	1794	2909	2781	3346
10772	4222	3536	4082	4654	3888	5251
105378615	0	0	0	0	0	0
105376863	3	0	1	0	1	0
107984931	8	8	3	1	1	5
127294	127	224	81	75	65	74
107985737	18	6	3	1	1	2
105376864	3	0	0	1	0	9
58985	20	13	6	9	4	3
163702	13	11	9	1	8	8
284632	0	0	0	0	0	0
105376871	0	0	0	0	0	0
57822	1	2	1	1	2	2
90529	477	658	342	433	431	457
57185	3916	5186	2394	1823	1785	2094
100750325	0	5	9	1	2	5
11123	2536	2204	1696	1515	1320	1644
100506985	143	136	98	103	81	90
400746	101	76	38	34	24	39
10250	5157	4632	3510	4780	4356	5886
25932	24814	20003	17533	25201	22151	28059
105376876	0	0	0	0	0	0
864	99	217	62	110	69	126
102465437	0	0	0	0	0	1
107984932	2	0	0	0	1	0
105376878	11	7	3	5	5	0
100616365	0	0	0	0	0	0
105376879	0	0	0	0	0	0
25949	1667	1281	1210	1591	1313	1525
57035	2354	2155	2117	1646	1136	1664
105376882	0	0	0	0	0	0
6007	44	26	14	11	13	11
23585	1594	1477	998	1237	1171	1646
6006	749	622	489	591	581	783
55219	2388	2416	1715	1769	1657	2032
26119	783	1269	462	572	515	661
57134	31	46	33	6	12	16
57190	1319	2591	721	1129	988	1205
56181	551	724	417	380	359	388
646471	213	311	109	132	94	129
79000	272	352	190	434	382	380
164091	44	24	23	29	8	14
3925	1752	1557	1232	3707	3343	4527
100500808	164	139	87	325	245	439
105376885	0	0	0	0	0	0
5051	370	439	204	323	325	372
101928216	0	0	0	0	0	0
2134	0	0	0	0	0	0
7780	0	3	0	0	0	0
105376910	0	0	0	0	0	0
84676	0	0	0	0	0	0
149420	501	429	457	542	381	544
105376886	0	4	0	0	0	0
79927	5	2	0	0	0	0
110806296	0	0	0	0	0	0
51042	80	294	142	93	66	63
10256	21	31	13	14	19	17
378807	0	0	0	0	0	0
101928303	0	0	0	2	0	0
64793	712	861	550	951	888	1208
83442	1091	2048	571	779	789	1042
91544	580	1095	324	492	410	443
1043	7	3	2	3	3	3
55057	99	97	31	33	48	63
257101	0	0	0	0	0	0
79727	0	2	6	1	0	1
79947	529	855	428	585	524	622
101928324	23	11	17	10	19	41
3151	7122	7718	5012	12422	10757	12745
6195	984	1772	640	851	866	816
100302190	0	0	0	0	0	0
105376888	1	0	0	0	1	0
101928728	20	36	24	18	20	8
8289	2444	3454	1707	1851	1547	1949
55650	164	147	142	111	113	123
84243	671	1313	541	782	726	817
2810	316	782	215	366	367	404
54707	1077	2027	720	713	722	876
63906	267	400	135	219	221	226
10726	2168	3217	1547	2221	2096	2545
8431	0	0	2	0	3	0
126695	3	19	0	15	4	7
388610	579	924	408	515	508	648
115572	0	15	3	5	3	2
101928391	0	0	2	1	1	4
6548	635	1159	457	481	426	586
102723760	0	3	0	0	2	0
105376890	0	0	0	0	1	0
23038	913	1985	617	606	651	774
84065	523	1388	351	438	400	557
644961	70	101	53	82	87	102
84958	23	205	36	21	14	24
9064	618	1806	365	461	397	511
8547	8	5	13	2	1	0
388611	0	2	2	0	1	0
2827	49	130	32	73	78	60
10163	4811	6669	2992	4088	3978	4451
105376892	0	9	0	3	1	5
27245	474	1505	212	240	239	210
2268	0	1	0	0	0	10
111216282	0	0	0	0	0	0
2537	144	607	146	103	151	95
199870	464	474	397	424	305	427
23673	909	876	579	610	593	760
5511	1596	1689	1019	1359	1306	1517
677774	1	0	1	0	0	21
9473	13	66	7	9	18	9
6118	793	870	489	1039	839	1219
27293	83	87	45	45	42	40
55113	31	100	26	28	27	35
2140	2184	1968	1398	1310	1207	1494
5724	2	30	12	10	10	13
22826	3726	3227	2568	3468	3380	3973
93974	2139	2055	1460	1352	1316	1476
83667	987	2386	742	779	717	848
54797	240	519	167	169	228	198
65979	3829	3855	2546	2686	2558	3269
1104	1507	2008	1018	1769	1620	1766
8420	591	557	463	621	464	710
6080	23	47	24	23	12	48
26768	13	15	11	4	6	17
54952	438	615	297	371	364	485
85028	159	223	118	156	99	124
692212	0	8	0	8	7	0
677838	27	20	28	33	15	20
677825	8	10	5	5	6	6
692073	4	14	6	9	2	30
115273	15	8	2	11	11	8
6883	470	574	404	510	460	604
105378616	11	7	3	6	2	7
26824	0	0	0	0	0	0
10691	539	707	520	497	434	525
51441	2004	2759	1407	1811	1647	1997
4985	0	1	0	1	3	4
2035	548	662	441	290	262	366
399474	25	41	16	15	9	12
6429	3000	3314	2265	2951	2653	3232
51102	276	479	247	217	190	201
10076	603	1626	448	496	528	460
101928460	0	0	0	0	0	0
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	0	0	0	0	0	0
105378617	0	0	0	0	0	0
105378618	0	0	0	0	0	0
4146	7	33	3	8	11	22
100129196	13	43	7	15	5	31
7805	83	137	50	71	88	108
100616164	0	1	0	0	1	0
105378620	4	8	0	0	0	3
105378621	0	0	0	0	0	0
105378622	3	8	4	4	0	0
400748	3	0	0	0	0	0
9672	1661	2995	1066	1042	948	1256
9698	3556	4186	2606	2716	2643	3346
692234	5	18	9	6	18	17
692235	5	17	9	9	17	11
692200	0	1	0	0	0	0
107984935	0	2	7	3	1	0
79570	17	74	48	26	40	19
9410	978	1119	856	1124	1005	1257
51538	1156	1376	806	1050	1083	1134
2170	1155	917	641	636	654	947
105378623	1	1	0	0	0	0
107985470	3	0	2	1	0	1
347735	343	1052	276	309	337	370
105378625	0	0	0	0	0	0
105379772	0	0	2	4	2	2
149086	0	0	0	0	0	0
284551	0	0	0	0	0	2
105378626	0	8	10	22	10	26
64129	159	369	111	213	214	264
3061	140	194	66	93	93	102
553115	710	1590	577	620	626	711
107985471	73	137	55	50	62	78
105378628	0	0	0	4	0	0
1307	25	60	18	17	25	31
101929444	0	6	0	1	0	0
576	69	185	30	96	58	83
100423028	0	0	0	0	1	0
90853	12	4	2	19	16	20
8073	9955	8468	6940	8703	8024	10000
10657	4639	5583	3079	3183	2921	3782
55116	311	557	196	243	234	293
100847018	0	1	1	0	0	3
23633	4869	5796	3238	3813	3589	3748
200081	3482	4868	2408	3118	3052	3450
79140	81	141	64	70	63	63
56063	290	484	262	173	166	170
55721	141	255	137	108	85	171
149069	125	187	126	57	64	71
8668	3307	5206	2270	2642	2513	3027
339483	75	115	55	33	27	43
84734	0	3	6	4	0	0
3932	5	4	1	0	0	0
3065	2965	4005	2311	2752	2419	3146
65108	199	407	107	155	118	158
105378629	4	15	5	4	1	0
81629	255	437	227	207	186	242
100128071	5	159	13	8	5	2
55108	2193	3072	1605	1646	1444	1688
728116	30	31	15	29	30	14
653121	1257	1381	1169	985	960	1194
102723870	47	21	24	15	25	36
339487	613	500	495	614	519	746
5928	4246	4173	2938	3362	3184	4250
81493	1334	1133	877	1055	974	1385
57648	1927	5089	1393	1459	1427	1719
8565	6995	9575	4858	5787	5680	6433
64766	1396	1558	1088	1340	1249	1598
252995	63	109	41	61	50	46
105378631	7	7	1	0	8	0
3208	1	14	2	4	0	2
113452	39	213	40	80	48	55
105378632	0	0	0	0	0	0
127544	446	512	283	341	363	407
204	4382	4561	3143	3758	3567	4379
105378635	0	0	0	2	0	0
113451	87	164	88	58	82	114
112268224	7	14	7	8	2	0
55223	99	224	91	75	86	81
149076	493	1105	323	277	262	301
127550	6	13	1	5	7	2
1912	1595	3659	1172	1687	1735	2139
100500853	78	187	52	81	75	83
101929464	2	1	6	3	1	5
7579	242	311	203	185	176	258
114784	0	1	0	1	1	5
105378638	0	0	0	0	0	0
127540	0	0	0	0	0	0
402779	0	0	0	0	0	0
84970	0	0	0	0	0	0
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	1	0	0	2	0
693137	0	0	0	0	0	0
105378642	14	9	4	7	5	6
2709	12	28	5	6	16	14
127534	14	14	2	13	10	8
2707	84	136	62	87	91	123
2701	0	13	1	1	0	1
113444	686	1198	646	856	695	841
58512	24	20	6	14	18	8
653160	62	109	43	26	27	14
100506144	320	384	162	164	148	217
9204	1207	847	997	984	833	1002
79830	1072	817	917	1087	1002	1345
105378644	0	0	0	3	2	6
6421	12868	12362	9886	12479	10261	13755
9202	4444	3571	3192	2908	2770	3396
100861513	140	123	98	88	72	102
79932	1949	2644	1360	1207	1115	1365
23154	829	1631	395	458	418	614
339488	149	153	102	109	104	119
105378645	25	83	15	11	22	22
5690	2711	3610	1752	2363	2286	2983
105378646	0	0	0	0	0	0
127703	236	362	184	167	179	235
63967	446	369	349	1646	1438	1908
192670	1577	1454	1158	1270	1032	1322
26523	2954	3359	1946	1748	1721	2030
192669	3808	2769	2481	2781	2437	3412
105378647	0	0	1	3	6	11
27285	0	9	1	8	9	1
54936	517	1051	327	416	362	435
1296	7	7	21	12	6	7
27095	1013	1617	762	957	987	1057
55700	1335	3363	807	1423	1151	1439
9967	7518	7210	5453	7025	6434	7993
79729	178	207	170	159	95	100
55194	54	434	42	46	36	29
83931	898	1765	627	735	663	871
84967	582	1110	426	362	408	508
127700	286	369	165	140	136	136
109616970	0	7	1	1	0	0
107984940	3	0	2	0	2	3
64960	1667	2125	1152	1329	1242	1571
1441	0	5	0	0	0	0
107984941	175	207	134	164	170	228
105378648	12	3	7	0	2	11
2899	0	0	1	0	0	1
100422898	0	0	0	0	0	0
107984942	0	1	2	0	3	1
728431	113	184	94	80	74	130
80149	323	845	240	539	471	471
102465438	20	15	13	21	12	11
